"item_id","rating","evidence_mean","intuition_mean","EMI_score","decade_group","n","text","party","bin","starting_year","class"
476,2,4,2,1.8021022,8,6,"which produced it was undertaken with the assistance of a planning grant from the International Cooperation Administration whose primary interest was in the development of legal institutions and standards facilitating the expansion of international investment and trade. I ask unanimous consent that the text of the ABA special committee report. and of the concurrent resolution I am submitting be printed in the RECORD at this point and that the concurrent resolution may lie on the table until Friday for additional cosponsors. Mr. President. I am very proud to number 36 other Senators already among the sponsors of this concurrent resolution.","Republican","(1.513, 3.546]",1959,1
477,-1.8,1.2,3,-0.56962013,9,5,"I would never accuse the gentleman of any inaccuracy of fact.","Republican","(-5.263, -2.949]",1969,0
478,-0.4444444444444444,2.4444444444444446,2.888888888888889,-2.8790932,9,9,"The Czech experiment in liberal socialism frightened the Russians because it threatened to spread to the Soviets other puppet states and create great disunity. The Russians could not risk this. and so they crushed the proud Czechs. I do not believe the Czechs have given up. They are. of course. weary and depressed. but people of their spirit cannot be kept down indefinitely. As for us. we must continue to express our concern for their struggle and our belief in their ideals. And we must oppose with all our power the cruel and unjust doctrine which was given as an excuse for the Soviet invasion of courageous Czechoslovakia. The spirit of freedom is not dead in Czechoslovakia. And we must do all we can to fan its flames.","Republican","(-5.263, -2.949]",1971,0
479,-2.2,1.2,3.4,-1.1855977,9,5,"By ""disenfranchised"" does the gentleman mean that he was ever enfranchised. or was he just unenfranchised?","Republican","(-5.263, -2.949]",1977,0
480,-1.6,1.9,3.5,-1.4294791,9,10,"Well. Mr. Durkins argument to the committee was that this Mr. Mlchaud we are talking about here was an elderly gentleman. and it was a shame to try to confuse the old gentleman. and it was a pity. and they made a tremendously heartrending plea about what a pity it was to go up and harass the old gentleman. But the gentleman insisted he did not vote.","Republican","(-5.263, -2.949]",1975,0
481,-1.9,1.8,3.7,-1.2079679,9,10,"I am not charging the Senator with a smokescreen. I think the amendment itself Is a smokescreen. and it does-","Republican","(-5.263, -2.949]",1975,0
482,-1.6666666666666667,1.8888888888888888,3.5555555555555554,-0.96719676,9,9,"I cannot yield to the gentleman from Tennessee at the moment. but ""It aint necessarily so."" that is right. Mr. Chairman. the gentleman from Ohio . our distinguished chairman. who. I must say. has done a superb job under very difficult circumstances. is a gentleman to whom I give great credit in spite of the fact that he runs a helluva lot better railroad than anybody I see around here does. I give him great credit for how he handles himself under these circumstances.","Republican","(-2.949, -0.645]",1977,0
483,-0.6666666666666666,1.8333333333333333,2.5,-1.3366598,9,6,"stand behind when it meets with the approval or disapproval of the Executive. Recognizing the fact that some Senators must offer amendments out of a feeling of duty to their constituents. I still appeal to the Senate as my chairman on the other side of the aisle did. to please not start blowing this bill up on the floor of the Senate.","Republican","(-2.949, -0.645]",1971,0
484,0.21428571428571427,3.0714285714285716,2.857142857142857,-1.5681382,9,14,"and has undertaken a vigorous investigation that promises to bring the culprits to justice. I am happy to see that the Senator from South Carolina is speaking in the same vein. I know the Federal Government is lending whatever aid is required. I am sure the perpetrators of this montrous attack are not representative of the people of their State. However. they are representative of the spirit of malignant extremism that afflicts a minority in every region of the country. The people of Colorado have had some experience with this kind of sickness. Last month in Denver more than 40 schoolbuses were dynamited in a parking lot. Fortunately. this attack which occurred early in the morning. did not involve children. But it had one thing in common with the attack in South Carolina. It was cowardly. This is the way weak and cowardly people behave when they dislike some aspect","Republican","(-2.949, -0.645]",1969,1
485,-1,2.3333333333333335,3.3333333333333335,-0.25030425,9,6,"Under those circumstances. would that not be effective in persuading our representatives to withdraw our membership from the ILO?","Republican","(-2.949, -0.645]",1969,0
486,-0.7777777777777778,2.5555555555555554,3.3333333333333335,-0.82401496,9,9,"Mr. Chairman. I would like to allude very briefly to a statement that was made previously. and in the same breath remind that speaker that one of our late. great contemporaries and statesman. Bernard Baruch. once said: Every man has the right to his opinion. but no man has the right to be wrong In his facts. Mr. Chairman. I refer to the statement made by the gentleman from New York","Republican","(-2.949, -0.645]",1971,0
487,1.75,3.625,1.875,0.60879517,9,8,"It does not mandate. it authorizes an increase from $194 million presently to $300 million for 1978.","Republican","(-0.645, 1.659]",1973,1
488,1.1428571428571428,3.2857142857142856,2.142857142857143,1.5411141000000002,9,7,"Mr. President. subsection (b) reads: (b) The procedures for. determination of grant eligibility provided for in section 306 shall apply to this section. What that says in other words is. as I recall section 306. that if the Secretary finds there is noncompliance. he can withhold grants. Am I correct in that understanding?","Republican","(-0.645, 1.659]",1973,1
489,0.3,3.2,2.9,0.34113459999999995,9,10,"I thank the Senator. Not only the clubs themselves will benefit through their survival as solvent business entities. The players also will benefit. The present allocation of resources and revenues in professional basketball is economically unsound. The astronomical salaries received each year by new and untested superstars simply remove from available resources large amounts which could otherwise be employed to the benefit of the vast majority of players. The players stand. directly and substantially. to benefit from the merger: First. The merger of the two independent leagues into a single expanded league will preserve the job opportunities offered by professional basketball. It will bring economic stability to teams now facing frequent franchise shifts and possible financial ruin. Every franchise failure means the loss of 12 player jobs. Second. The stability afforded by the merger will improve the earning opportunities of many clubs. There will be equally attractive employment opportunities. and","Republican","(-0.645, 1.659]",1971,1
490,-1.25,2.375,3.625,0.5041528000000001,9,8,"or poisoning of the water supply. nor In matters of large environmental concern involving danger to the environment. But I believe very strongly that States should act alone on matters of land use and contours Insofar as they pertain to esthetic appearance itself. So. Mr. President. the first amendment. No. 298. is a land use amendment. Those are the key words. end those in fact are the words in the bnl as well as the words in the amendment. What we are saying In the amendment. very simply. is that when land use goes beyond water pollution and water supply questions. health questions. and safety questions. to questions involving land use insofar as whether it is for agricultural or conservation purposes. or construction on the land. those questions of land use are matters which should be left for the State government and the local government to decide. In my Judgment these two amendments could be incorporated into this bill and not detract at all from the rest of the concerns of the bill. which are very valid concerns of the Federal Government. Mr. President. I call for the yeas and nays on amendment No. 298.","Republican","(-0.645, 1.659]",1977,0
491,-1.125,2.375,3.5,-0.56785583,9,8,"the fiscal situation of this country will be in 1973? I am apprehensive about what our situation may well be. We are not immune to another recession or even another depression. in spite of all the safeguards that have been put up against those events since the days in 1929 and 1930 which some of us remember so well and with such vividness. God knows. I want to vote for the amendment. I want to give all the help we can. I have been sitting with the Senator from Washington and the other members of the Subcommittee on Health. Education. and Welfare of the Committee on Appropriations day after day after day for the past 3 weeks listening to the educators of this country. listening to the needs of education. listening to the needs for fellowships and scholarships which we are providing. I recognize that the amendment offered by my friend the distinguished Senator from Colorado is intended to relieve that pressure. Yet. I doubt that it would accomplish that objective. It would simply superimpose more pressure on top of it.","Republican","(-0.645, 1.659]",1969,0
492,0.875,3.25,2.375,1.5470556999999998,9,8,"is a direct result of the wording inserted by the committee staff. Because the investment credit is limited In application to new equipment. those firms which have not in the past been involved In recycling stand the most to CXXI1246 Part 15 gain from going into this field. By contrast. plants which have been recycling for years would be much less apt to be in the market for new equipment.","Republican","(1.659, 3.963]",1975,1
493,2,3.8,1.8,1.9636465,9,5,"and mamer in which local ecological disturbances may combine and grow will become vitally important. Such comprehensive and constant environmental surveillance can only be accomplished by satellite. In respect to food production. satellites have already demonstrated their ability to locate crop failures caused by blight or disease. Satellites may also help as to locate. develop. and maintain food sources in the oceans. Of paramount importance both to our understanding of the effects of pollution and to the monitoring of our natural resources is the gathering of reliable baseline data that will help us to know and understand the natural fluctuations of our ecology and to assess the effects of manmade changes. Finally. we do not and cannot claim that space alone has created all the new productivity we enjoy today. we can say. however. that it would have been significantly less without the dynamic leverage of the space program. To","Republican","(1.659, 3.963]",1971,1
494,2.8,4.4,1.6,2.3977141,9,5,"the national program for the conquest of cancer be retained within the National Cancer Institute of the National Institutes of Health. The need for a wellintegrated plan of biomedical research and a flexible administration of these programs has been urged by the leading scientists in the cancer research field. Research scientists testifying before the House subcommittee indicated their preference that this invaluable work be continued within the existing structure of the National Institutes of Health. The Director of the National Cancer Institute. in his capacity as an Associate Director of the National Institutes of Health. would assure this coordinated effort and maintain the vital interrelationships among the scientific community. Notwithstanding our hopes. it is not likely that the conquest of cancer is imminent. Too many questions remain unanswered. No one disputes the need for additional moneys to continue and intensify the battle. but money is not the only answer. We","Republican","(1.659, 3.963]",1971,1
495,1.1,3.7,2.6,2.3857082999999997,9,10,"Mr. Speaker. I am pleased to join in sponsoring the Program Information Act and Executive Reorganization and Management Improvement Act legislation introduced today under the leadership of my distinguished colleague from Delaware . I further commend the gentleman on his successful efforts in seeking and obtaining wide support for his proposals to enhance the effectiveness of the executive branch of the Federal Government. The postWorld War II proliferation of Federal departments and agencies has made it necessary for Congress. and the American public. to have a stricter accounting for all information relating to Federal programs. It is likewise imperative that such information be made available in catalog form to the President and the Congress in order to enable the making of recommendations for simplifying and consolidating programs. guidelines. and access requirements. This is the basic thrust of the Program Information Act which we introduce today. The Program Information Act authorizes","Republican","(1.659, 3.963]",1969,1
496,2.2666666666666666,4,1.7333333333333334,2.1872482000000004,9,15,"nourishment. appearance and communication. The flow of new knowledge that has resulted from the programs of the National Institute of Dental Research has had an immediate and direct impact on the practitioner and his patients. Still greater achievements are now ready to emerge. One of the most promising developments is a sealant. still under study. which has provided near complete protection to the chewing surfaces of childrens teeth for extended periods of time. Other means for the reduction of tooth decay may also be expected to flow from the Institutes national caries program that was launched in 1971. Research in periodontal disease. which affects twothirds of all. middleaged Americans. has yielded significdnt data on the interplay. of immune responses to bacteria in the destruction of supporting tissue. Unchecked. this disease can lead to the loss of teeth and the erosion of supporting bones in the jaw. Dramatic improvements in diagnostic","Republican","(1.659, 3.963]",1973,1
497,-3,1.6,4.6,-1.6585531000000002,10,5,"Why have we continued to live with itbecause the Russians cheat.","Republican","(-4.453, -2.394]",1987,0
498,0,2.5555555555555554,2.5555555555555554,-1.9529865,10,9,"agreements no reciprocity on the Soviets to cut off the aid to the puppet regime on the same basis. It is a sellout. It grossly and grievously endangers the gains and sacrifices of the Afghan people. and will generously accommodate Soviet deceit if that is what they have in mind.","Republican","(-4.453, -2.394]",1987,0
499,-1.8,2,3.8,-2.0667996,10,5,"I share your surprise and chagrin that it did not. Yes. that is the chase.","Republican","(-4.453, -2.394]",1983,0
500,-1.7142857142857142,1.8571428571428572,3.5714285714285716,-0.9146679,10,7,"I am an exmarine. The Senator cannot get me to say that marines ever lie.","Republican","(-4.453, -2.394]",1981,0
501,-2.2,1.6,3.8,-2.2333431,10,5,"My guess is that overwhelmingly the American people Utah DMr of.or. dko Mwolrte haveus made fihadt ittanouldnlma oryedigt wotid rthe hae a igh an ge ime. I an wondering. since we are talk over with and start cleaning up the in spending IgaotGamRdaanFer","Republican","(-4.453, -2.394]",1985,0
502,2,3.8333333333333335,1.8333333333333333,-1.0020462,10,6,"at its height. their numbers were estimated to be over 1 million. and these men and women enjoyed political and economic independence and had their own kings and queens. However. with Muslim forces working against them. their numbers quickly dropped to only 250.000 by the end of the 18th century. By the time Emperor Haile Sel.sle took the throne. only 50.000 remained. and during his 44year reign. their situation continued to deteriorate. In the years that have followed. their numbers have been even further decimated. Compounding this serious situation is the famine that plagues the entire region. and which threatens the lives of all Ethiopians. Unfortunately. however. the Falashas have been singled out for harsh treatment. Individuals were imprisoned and tortured in recent years. charged with being Zionists or CIA agents. and contact with the Falashas in their own villages was extremely limited. Because of the dangers being faced by","Republican","(-2.394, -0.344]",1983,1
503,-2,2.111111111111111,4.111111111111111,-2.1039128,10,9,"You hit it right on the button. I want not only for them to meet the rate but also to lower the rate. These American shipping companies know how to compete. That is the way they grew up in this country. They are competitive. But instead of letting them compete. you are saying join to. gether these foreign companies and our companies. agree upon a price. decide that this one gets this part of the market and the other gets the other part of the market. What you are doing by this legislation is making it rough on the Amer. can consumer. worse yetor equally as badmaking it rough on the American shipper. Why should these American shippers be held helpless against these great cartels? That is why I do not understand why we are passing this legislation. and I do not understand why the Grange and the American Farmers Union and all American industry is not in here saying. ""See here. why are you doing this to us? Youre going to increase prices to the American people."" That is not good sense.","Republican","(-2.394, -0.344]",1983,0
504,-0.3333333333333333,2.6666666666666665,3,-1.4260666000000002,10,9,"free exercise clause an awful lot. but it is in there. It had a meaning to our Founding Fathers when they dreamed it up in Philadelphia. The first thing the first Congress did was run out and hire a chaplain. Then they had George Washington issue a Thanksgiving proclamation which recognized the fatherhood of God and the brotherhood of man. Oh. and Jefferson could not wait to appropriate money for priests and churches to civilize the Indians. A very practical reason. they had Indians out there in the borderland. and they wanted them to have the civilizing effects of religion. so the taxpayers paid for that. This wall of separation that was erected from a phrase in a letter years later has been strengthened and built up and reinforced by the courts over the years. but if you want to talk about what the whole Constitution says. it says free","Republican","(-2.394, -0.344]",1983,0
505,-1.8,1.4,3.2,-1.0658953000000002,10,5,"""10 days in order to get those vanc short as well. But I do believe that you Americans. or foreigners who were de- T1 get a little flexibility that you do not pendent upon the United States and imp have with 48 hours. the essentialness of maintaining this a opp I yield the floor. secret. to get into Iran."" or wherever it wou","Republican","(-2.394, -0.344]",1987,0
506,-1,2.3846153846153846,3.3846153846153846,-1.4345447,10,13,"I think the Senator Just said something that did not quite carry through. He mentioned the words ""unemployment compensation."" That Is a great term. I would like to have seen some of it in South Dakota. Unfortunately. the small businessman Is losing money every day hanging on. hoping that things are going to get better. He does not know what unemployment compensation is. As the Senator from Louisiana knows he has farmers and it is actually costing farmers money to go to work every day. to turn the switch on their tractor. It is costing them and has been for a couple of years now. Look at their net income and see what we are talking about. They do not know what the thing called ""unemployment compensation"" is. They do not count the wives who are not working. They do not count. But we are going to take care of","Republican","(-2.394, -0.344]",1983,0
507,1.8888888888888888,3.6666666666666665,1.7777777777777777,-0.02191212,10,9,"Canal is closed and for ships too large to use It. That nations cooperation is necessary to guard those essential sealanes. Argentina Is. therefore. an Important component of hemispheric and South Atlantic defense. in addition. Argentina has become an important International grain and meat supplier. Its cooperation Is essential to try to bring stability and orderliness to that arena where U.S. economic health Is so much at stake. The absence of a close. cooperative relationship with Argentina should be a major concern to us all. The reason for imposing the 1977 arms embargo against Argentina was human rights. It stands to reason that an improvement in that situation should lead to an end of the embargo. The embargo was without conditions. so should Its lifting be. In Argentina there has been measur-* able. substantive progress toward the restoration of civilian. democratic rule. The government has started a dialog with civilian","Republican","(-0.344, 1.706]",1981,1
508,0.25,2.875,2.625,0.5945411,10,8,"Only in this way will we have all the facts before us which will lead to a reasonable and responsible decision. The lands are not threatened while we wait. While In the further planning status. their wilderness qualities will be protected. It would make sense to wait until the forest planning process is complete and the delegation reaches a compromise. It is entirely likely that we would then be able to unanimously support the bill. a position all of us would prefer to be in. The bill does -contain the needed release and sufficiency language but it Is unlikely it will become law before the wilderness issue is worked out. Therefore. I urge my colleagues to oppose the bill in order to force the necessary delay.","Republican","(-0.344, 1.706]",1983,1
509,1.6,4.2,2.6,1.407547,10,5,"Mr. Speaker. today I am introducing a bill to provide for accelerated depreciation. The report released by the Joint Economic Committee on Monday of this week puts great emphasis on the need for an increase in productivity. The report states as follows: An increase in productivity is the key to improvement in our economic standard of living and to the reduction of inflation. The Council of Economic Advisers in their 1978 report termed the productivity slowdown ""one of the most significant economic problems in recent years."" In my judgment a substantial contributing factor to the slowdown in productivity is the growing lack of capital investment in modernization of our industrial economy. The bill I am introducing today will allow a much faster recovery of capital by allowing a taxpayer to write off Governmentmandated nonproductive equipment in 1 year. to depreciate the tools of manufacturing. production or extraction in 5 years","Republican","(-0.344, 1.706]",1979,1
510,-0.14285714285714285,3,3.142857142857143,-0.14911842,10,7,"Mr. Speaker. on Monday of this week. I had the privilege of participating in the Congressional Commemorative Medal Ceremony to honor California families of servicemen still unaccounted for in Southeast Asia. California has 210 unaccounted for servicemen. the largest number of any State. The ceremony. which was held at McClellan Air Force Base in Sacramento. was an inspiring event and represented our renewed commitment to insuring that our Government does not abandon those who did not come home. We must continue to work for the accounting of every one of our military personnel who are still missing. Last year. Congress authorized ceremonies to be held in individual States to honor families of the missing. At each ceremony. these families were presented a special bronze medal designed by a Vietnam veteran. The medals are ""in recognition of the distinguished service. heroism and sacrifice of these military personnel. and the commitment of","Republican","(-0.344, 1.706]",1983,0
511,0.875,3.375,2.5,0.07906592,10,8,"complete price deregulation of newly discovered gas by January 1. 1985. the price of gas from wells drilled before 1978 would be forever controlled. When roughly half of U.S. natural gas was decontrolled in 1985. prices did not increase dramatically as many had so ominously predicted. In fact. prices have steadily declined since 1985. The law of supply and demand works in the natural gas industry just like any other industry. But. despite the experience of partial decontrol. Congress continues to maintain a ""halfslave. halffree"" natural gas policy. The old gas price controls contained in the Natural Gas Policy Act skew the gas market. Complete deregulation of natural gas is essential if America is to fully benefit from its natural gas reserves. If the marketplace is allowed to operate. domestic natural gas supplies can lessen U.S. dependence on imported oil. Natural gas is Americas energy future. Domestic gas is abundant","Republican","(-0.344, 1.706]",1987,1
512,0.6666666666666666,2.6666666666666665,2,3.893944,10,6,"FDAs efforts are further hampered because it lacks adequate information about pesticide usage abroad. This makes It extremely difficult for FDA to determine which multiresidue test should be used in the laboratory. Consequently. even If a shipment is detained for testing. FDA labs may fall to detect illegal pesticide residues unless the proper test method is used. And. as noted earlier. cumulatively used. FDAs 5 multiresidue tests can detect less that half of the pesticides available today. To address this problem. FDA recently contracted with a private firm. Battelle. to gather information on pesticide usage abroad. While this is a step In the right direction. there seem to be a number of problems in following this approach. In 1986. FDA spent $238.000 acquiring information from the Battelle World Agrochemical Data Bank. a computerized data base containing information on pesticide usage in the production of selected crops in about 30 countries.","Republican","(1.706, 3.757]",1987,1
513,1.875,4.125,2.25,2.349895,10,8,"Mr. Chairman. I rise in strong support of H.R. 6. the Water Resources Conservation. Development. and Infrastructure Improvement and Rehabilitation Act. This bill contains project authorizations. authorizations of water resources studies. project modifications. and general provisions affecting the overall Water Resources Program of the Army Corps of Engineers. This legislation includesseveral policy provisions including deauthorizatioi of some 300. unconstructed Corps of Engineers projects or portions of projects. creation of a. new Board on Water Resources Policy to review water resources policies for all Federal agencies and establishment of a loan program for the repair. rehabilitation. expansion. and improvement of public water supply systems. Mr. Chairman. although this Is an extremely complicated piece of legislation that has taken over 4 years of intensive work by our committee to develop. our efforts have been made much easier by the bipartisan nature of the problems addressed In the bill and by the strong","Republican","(1.706, 3.757]",1985,1
514,1.75,3.625,1.875,3.2081542,10,8,"a detailed specification and cataloging of existing Federal ocean pollution research. development and monitoring capabilities. policy recommendations for changes in the overall Federal level of effort to meet these priorities. and f1nally a description of actions taken to coordinate the budget review process to assure that individual agency requirements for particular programs reflect the priorities established in this 5year plan. Under the act. the first 5year plan for Federal activities was to have been submitted to the Congress by February 15. 1979. The administration has requested an extension on that deadline and has recently circulated a draft plan for final comment. It is our expectation that the first 5year plan will be made available within the next few days. Because the plan itself will not be available until well after budgets are finalized for fiscal year 1980. the Committee on Science and Technology does not think that it would be","Republican","(1.706, 3.757]",1979,1
515,2.6,4.4,1.8,2.4577556,10,5,"contractors for their own use. and it is standard practice in private industry to use this information to calculate the efficiency of work on a contract. Using this kind of information. Air Force industrial engineers calculated that it was taking Hughes Aircraft 17 times longer than it should have to make a Maverick missile. This information can be used to calculate efficiency rates by comparing what the companies engineers estimate it should take to do a job with what it is actually taking. In the private sector. this kind of efficiencyrate averages about 95 percent. Using Information provided by the Air Force at the request of a Senator. defense contractor efficiency rates for a dozen weapons systems averaged only 25 percent. It is important to note that all of these figures would be based on what the companies own engineers have estimated. and that these calculations can take into account","Republican","(1.706, 3.757]",1985,1
516,2.142857142857143,4,1.8571428571428572,4.021774,10,7,"the Protocol into effect as quickly as possible. Finally. based upon a recent Senate hearing on the Antarctic ozone ""Hole"" and the new data that has emerged from scientific expeditions to that region. we recommend that you seriously consiJer the scheduling of two emergency meetings. The first meeting should bring together scientific experts to review the most recent data from Antarctica and elsewhere. This scientific review should occur within the next six months. The availability and potentially devasting Implications of this new data have convinced us that there is no rational reason to delay. The provision of the Protocol calling for a 1989 scientific review did not anticipate that such shocking new evidence would appear less than two months after the signing of the Protocol. The second meeting should bring together all interested countries to consider what steps may be needed to protect the Antarctic ecosystem and the entire Southern","Republican","(1.706, 3.757]",1987,1
517,-2.857142857142857,1.4285714285714286,4.285714285714286,-3.2687554,11,7,"Instead of helping middleincome families get tax breaks. the liberal obstructionists wanted to falsely charge the new majority with giving tax breaks to the rich. Instead of helping the Republican majority save Medicare. the liberal whiners and complainers just stuck their heads in the sand and tried to scare the elderly. Mr. Speaker. if there is a good example of donothingness in the 104th Congress. it rests squarely on the shoulders of the whining. complaining. liberal. obstructionist Democrats.","Republican","(-4.24, -2.325]",1995,0
518,1.75,4,2.25,-1.9050914,11,8,"Mr. Speaker. this past Saturday marked the 18th anniversary of the Sabbath of Remembrance for four young SyrianJewish women who were brutally raped and murdered during their escape attempt from Syria. The mutilated bodies of sisters Mazal. Laura. and Farah Sebbagh. and their cousin Eva Saad. were abominably dumped in sacks at their parents doors. Nearly two decades later. freedom has not yet come for this tiny SyrianJewish community. The congressional caucus for Syrian Jewry. on which I serve as cochairman. continues to urge its members to advocate for freedom on behalf of this oppressed Syrian population. That today is Purim only. heightens the urgency of Syrian Jewrys much needed redemption. Mr. Speaker. the Purim festival recalls how the Jews of the Persian Empire were saved from annihilation decreed by the Persian king at the behest of his evil vizier. Haman. There is no Jewish community in the world today","Republican","(-4.24, -2.325]",1991,1
519,-1.5384615384615385,2.1538461538461537,3.6923076923076925,-2.570882,11,13,"also to concessions. to the favorite nation. of privileges denied to others. which is apt doubly to injure the nation making the concessions. by unnecessarily parting with what ought to have been retained. and by exciting jealousy. ill will. and disposition to retaliate in the parties from whom equal privileges are withheld. and it gives to ambitious. corrupted or deluded citizens who devote themselves to the favorite nation. facility to betray or sacrifice the interests of their own country. without odium. sometimes even with popularity. gilding with the appearances of a virtuous sense of obligation. a commendable deference for public opinion. or a laudable zeal for public good. the base or foolish compliances of ambition. corruption. or infatuation. As avenues to foreign influence in innumberable ways. such attachments are particularly alarming to the truly enlightened and independent patriot. How many opportunities do they afford to tamper with domestic factions. to","Republican","(-4.24, -2.325]",1993,0
520,-0.4,2.5,2.9,-1.0459747,11,10,"I even had my motherinlaw there. and she does not even like airplanes.","Republican","(-4.24, -2.325]",1991,0
521,-1.25,2.125,3.375,-2.046578,11,8,"on our side got In the well and used the word ""liar"" five times In respect to different asnecta of Clintons life. So the Speaker comes up with an arbitrary new rule that I respect. and here it is. ""We dont say lie. We dont say lying. We dont say liar."" But the gentleman from Connecticut taught me that you can say. ""He Is not telling the truth. He Is telling untruths. He Is crushing the truth. abusing the truth. damning the truth. smashing the truth."" but no liar. Also. let us go back to the formal decorum of calling one another mister and saying everything through the Speaker. because I am a traditionalist. Obviously. I am a conservative. I think that maybe we have a leg up on the Canadian Parliament. the British Parliament. where they shout one another down. scream and yell. and waste a lot of time.","Republican","(-4.24, -2.325]",1991,0
522,1,3.4,2.4,-1.9040382,11,10,"Mr. Speaker. Franklin D. Roosevelt said. ""The only thing we have to fear is fear itself."" Unfortunately. many seniors fear their Social Security benefits will soon run out. because they have been contacted by organizations charging that the trust fund Is empty. Members are familiar with these mailings. which often come in Governmentstyle envelopes or with officiallooking images inside. The implied Government connection is apparently meant to reassure seniors asked to make a donation. Those who prey on seniors fears should experience some fear of their own. The House has passed legislation increasing penalties for deceptive solicitations. and this should become law soon. Mr. Speaker. I urge my colleagues to tell their constituents the truth about the trust fund. and also about the motives of organizations that say it Is empty. Seniors who are listening. you should verify with your Congressman claims made in connection with an unsolicited mailing. especially when asked to donate your hardearned savings. Social Security trustees recently reconfirmed the security of the trust fund. Let us reassure our seniors that the only thing they have to fear is fear Itself.","Republican","(-2.325, -0.418]",1991,1
523,-1.6666666666666667,1.6666666666666667,3.3333333333333335,-1.2349808,11,6,"would reserve the right. I would not offer the motion myself. if a Member did offer a motion to increase the sanction from a reprimand to censure. to vote for that. That has to do with a difference. I think. in the opinion on some of the evidence before the House. I strongly feel. and I agree and compliment the vast majority of our colleagues who voted not to expel Mr. Frank. I agree with our colleague. the gentleman from Indiana and others who spoke that each of us work for .the people in our districts. and they are the bosses. and if that sanction Is to be Imposed. except in the most severe. most severe circumstances. it should be imposed by the voters. the citizens of this country. and not by other Membcrs of this House. We have to draw gradations between cases. This Is a severe case. in","Republican","(-2.325, -0.418]",1989,0
524,-0.5,2.6666666666666665,3.1666666666666665,-1.0417044,11,6,"is going to be the possibility of Presidi relaxation of some enforcement provi- Mr. p sions made by the Republicans in their to inst] socalled conference. and the con- Medic& ference does not even exist with the than $8 Democrats. So this is our last oppor- keep it tunity. I hope we will support the mo- that ai tion that is before the Senate at this budget time. tax bre","Republican","(-2.325, -0.418]",1995,0
525,1.8,3.6,1.8,-0.62388396,11,5,"Jake Garn. Many of us will recall when Senator Garn went up in space and came back. his daughter was severely ill. He gave one of his kidneys to his daughter at that hospital. The charity event has been going on ever since. I think that the Childrens Hospital in Salt Lake City receives approximately $250.000 each year from the Senators Ski Cup. There have been stories that appeared on ""Inside Edition"" and others being critical of this type of event. Yet. some of those who criticize these events have participated. I think it is fair to say that the record will show that the junior Senator from New Jersey has participated for at least 3 years. I think it is rather coincidental that we see guch criticism coinciding with our own individual election years. but I will not dwell on that. I think it is fair to recognize we","Republican","(-2.325, -0.418]",1993,1
526,1.25,3.5,2.25,-0.5146039000000001,11,8,"Mr. Speaker. I thank the gentleman for yielding me this time. Mr. Speaker. the gentleman from New York has to be personally complimented by me for advancing my proposal in front of the Rules Committee and special thanks to the gentleman from California for endorsing it in that very same body. It was a modest proposal. one that everyone understands. The budget that broke down last fall and which will be remembered by the American public broke down at a point when our troops were poised for battle in the Persian Gulf and the U.S. Government shut down. Why did it shut down? Because the Congress was irresponsible. It continues to be irresponsible year after year. allowing the fiscal deadline of September 30 to come and go without fashioning a budget. and what does it resort to? Temporary funding measures beginning October 1 to another date. like October 15 or","Republican","(-2.325, -0.418]",1991,1
527,2.1818181818181817,4.181818181818182,2,-0.24536157,11,11,"Mr. President. today I would like to recognize and congratulate a group of 11 inspiring citizens from Broward County. These exemplary volunteers have each given their time. talents. and love to their communities. On May 12. 1994. the following men and women were honored as the new members of the Dr. Nan S. Hutchison Broward Senior Hall of Fame. and their names were added to a commemorative plaque housed in the Broward County government building. . Mildred Cleinman is a dynamic senior who has dedicated countless hours to the Broward County Area Agency on Aging. In addition. she has participated as a guest lecturer for the Broward County School System and she often collects crocheted afghans and shawls for the needy elders of her community. Shirley Sumner. a true woman of valor. has earned this recognition for her fine work with the American Cancer Society. her efforts as a member","Republican","(-0.418, 1.489]",1993,1
528,1.5,3.7,2.2,0.18497929,11,10,"upon handguns do not meet the same fate as Dylan Pierce or the many other children who have died or been injured in handgun accidents. This legislation is especially necessary as long as some adults continue to carelessly store their guns. and in places where children may reach them. Preventing these tragic accidents is the sole purpose of the Child Safety Lock Act. Our legislation is simple. effective and straightforward. First. it requires that whenever a handgun is sold. a child safety deviceor trigger lockis also sold. These devices vary in form. but the most common resemble a padlock that wraps around the gun trigger and immobilizes it. Trigger locks are already used by thousands of responsible gun.owners to protect their firearms from unauthorized use. and they .can be purchased in virtually any gun store for less than ten dollars. Second. the measure requires that a warning be enclosed with","Republican","(-0.418, 1.489]",1997,1
529,-1.125,2.125,3.25,-0.432555,11,8,"major problem with the welfare system of the last 40 or 50 years. That problem is the Federal entitlement. It seems to me the maintenance of a Federal entitlement is a litmus test of whether or not we are going to have business in welfare reform or whether or not we are going to have a completely new approach. The plan offered by Senator DOLE is a completely new approachno longer a Federal entitlement. no longer an environment in which there will be an encouragement for dependency. but instead a requirement where we are going to move more people from welfare to work. I yield the floor.","Republican","(-0.418, 1.489]",1995,0
